,given_name,surname,sex,postcode,phone_number,national_insurance_number,bank_account_number,blood_group,age_grouped,area,weight,SNP3,SNP5,SNP2,n_countries_visited,avg_n_cigret_per_week,height,IP_Address,Diet,SNP4,current_country,SNP1,avg_n_drinks_per_week,Ethnicity,birthdate,education_level,Chip_ID
529,Kyle,Johnson,1,SE10 RA9,07700 900945,ZZ 512583 T,121826642,B+,"(45, 50]",Lewisham,62.6,0.890917331,0.426693062,0.695039867,16,38.8,1.79,138201,moderate,0.828842465,United Kingdom,0.182137949,8.7,British,10/07/1988,secondary,5
530,Leah,Burton,0,W1 PGC,07700 900270,ZZ 331923 T,93750464,O+,"(50, 55]",City of Westminster,90.4,0.030518719,0.189487261,0.839821645,2,37.3,1.87,770624,good,0.073623174,United Kingdom,0.789592575,6.9,Irish,10/12/1990,secondary,3
531,Simon,Wright,0,SE1 AHL,7700900243,ZZ 31 52 46 T,110112503,A+,"(50, 55]",Lambeth,47.9,0.721656733,0.446382982,0.29509332,49,399.4,1.43,123785,good,0.78071402,United Kingdom,0.492789354,2.4,Pakistanti,30/10/1958,secondary,1
532,Dennis,Ryan,0,SE13 37L,(07700) 900388,ZZ 817778 T,109799733,A-,"(50, 55]",Wandsworth,77.9,0.540897081,0.96530353,0.920959129,26,332.2,1.87,187640,good,0.136536287,United Kingdom,0.196606907,2.6,Other Ethnic Group,24/05/1970,bachelor,5
533,Tina,King,0,YO10 OPC,+447700 900 367,ZZ 502181 T,42653169,A-,"(40, 45]",York,70.7,0.51045395,0.552503052,0.689992504,6,215.9,1.65,830791,moderate,0.117973836,United Kingdom,0.554172419,5.5,Caribbean,23/08/2001,other,3
534,Louise,Lawrence,1,SE3 NHF,+44(0)7700 900352,ZZ140801T,33220307,A+,"(40, 45]",Lambeth,90.5,0.354730598,0.311291774,0.592515767,33,31.3,1.86,435233,moderate,0.185525311,United Kingdom,0.984978807,8.7,British,03/03/1962,secondary,3
535,Denis,Cook,1,S1 9VO,4.48E+11,ZZ 44 37 92 T,50974814,AB+,"(40, 45]",Sheffield,51.7,0.106725574,0.546913199,0.801101217,44,46.6,1.69,198823,moderate,0.469193768,United Kingdom,0.556955178,4.2,African,17/12/2002,primary,3
536,Elliott,Carey,1,SE10 WFN,(07700) 900 004,ZZ 213837 T,38117208,O+,"(45, 50]",Lewisham,78.2,0.10520604,0.14752491,0.017548957,22,236.1,1.91,496792,poor,0.072762876,United Kingdom,0.058380402,6.5,White and Black Caribbean,23/07/1999,secondary,4
537,Lesley,Howells,0,PH2 57F,(07700)900672,ZZ965881T,98425370,O+,"(45, 50]",Perth,84.5,0.551706928,0.014136251,0.758708747,46,158.1,1.6,503461,poor,0.679115986,United Kingdom,0.753744666,4,Irish,23/10/1957,secondary,3
538,Cheryl,Johnson,0,SO15 3R0,4.48E+11,ZZ895912T,33913520,A+,"(50, 55]",Southampton,45.2,0.124914179,0.372819624,0.109230115,13,339.9,1.72,506808,poor,0.447855757,United Kingdom,0.754483966,5.9,Caribbean,29/04/1957,phD,3
539,Patricia,Howells,1,NG3 IH5,(07700) 900 138,ZZ 91 85 68 T,89994111,O+,"(40, 45]",Nottingham,75.6,0.099606418,0.285346738,0.809928196,27,298.9,1.96,426019,good,0.449475055,United Kingdom,0.465484321,9.7,White and Asian,26/12/1997,secondary,4
540,Joyce,Jones,1,YO11 6MB,07700 900 748,ZZ896024T,80768401,B+,"(50, 55]",York,76.5,0.945135415,0.92229833,0.108885975,34,366.5,1.51,832981,moderate,0.027672926,United Kingdom,0.503340741,2.4,Other Mixed Background,11/11/1970,secondary,1
541,Leonard,Harris,1,L2 L8E,7700900388,ZZ 57 06 95 T,74050183,A+,"(45, 50]",Liverpool,65.6,0.186659484,0.148011521,0.425221722,41,393.2,1.64,268597,moderate,0.565152226,United Kingdom,0.227156066,1.5,British,05/01/1958,other,5
542,Justin,Noble,1,SW1 A7R,+447700 900612,ZZ044938T,63686173,O-,"(50, 55]",Richmond upon Thames,46.4,0.641634459,0.413508836,0.096832438,50,444,2,688471,moderate,0.834464567,United Kingdom,0.890410015,4.2,Other Asian Background,06/03/1960,bachelor,4
543,Diane,Ward,0,AB10 E6D,+447700 900719,ZZ 79 93 38 T,58925849,O+,"(50, 55]",Aberdeen,83.3,0.538315706,0.523993052,0.377103303,33,70.4,1.84,186815,moderate,0.12434209,United Kingdom,0.337987103,8.8,Other Asian Background,31/12/1981,secondary,2
544,Billy,Smith,0,CF11 HKL,+44(0)7700 900 888,ZZ 559885 T,125955292,O+,"(40, 45]",Cardiff,99.8,0.156102753,0.591163078,0.107960266,23,141.1,1.45,693220,moderate,0.328849493,United Kingdom,0.906178098,8.2,White and Black African,13/11/1968,secondary,4
545,Shirley,Scott,0,W8 W4S,+447700 900364,ZZ607197T,44949583,A+,"(50, 55]",Greenwich,48.8,0.973940053,0.749625568,0.137653339,44,333.4,1.7,395471,poor,0.314646978,United Kingdom,0.367369486,8.8,White and Asian,01/01/1977,secondary,2
546,Martin,Parker,1,IV2 WOV,+44(0)7700900716,ZZ 004166 T,79601265,A+,"(50, 55]",Inverness,43.7,0.713677112,0.902504361,0.986918335,11,101.1,1.98,336836,good,0.946492349,United Kingdom,0.048587928,5.3,White and Black Caribbean,12/06/1973,phD,4
547,Andrea,Roberts,1,NE1 PN4,+447700 900 421,ZZ 96 60 03 T,74544369,O+,"(45, 50]",Newcastle upon Tyne,96,0.636176386,0.740986008,0.072749837,10,262,1.8,526780,good,0.214410805,United Kingdom,0.115668004,9.6,White and Black Caribbean,23/10/1994,secondary,4
548,Wayne,Hughes,1,NE2 KDF,7700900799,ZZ 315645 T,58700585,O-,"(45, 50]",Newcastle upon Tyne,49.5,0.822037886,0.945266919,0.935553494,37,23.6,1.55,775882,moderate,0.356966435,United Kingdom,0.232738287,5,Indian,29/12/1985,secondary,5
549,Elliot,King,1,SW12 YVC,(07700) 900 318,ZZ 611611 T,72076606,O-,"(45, 50]",Southwark,83.4,0.176090789,0.246211339,0.395898156,34,180.7,1.41,179335,good,0.133563953,United Kingdom,0.539819204,4.4,Bangladeshi,24/06/1971,other,3
550,Arthur,Simpson,0,SW4 4G2,+447700 900 137,ZZ 882140 T,25231485,A+,"(55, 60]",Kensington and Chelsea,41.2,0.147762099,0.4843512,0.747403872,39,81.2,1.85,728880,poor,0.106944412,United Kingdom,0.498947625,1.7,Chinese,27/07/1972,primary,1
551,Bruce,Day,1,SW18 5R0,+44(0)7700 900317,ZZ 76 58 21 T,107296681,O+,"(50, 55]",Wandsworth,54.9,0.275676835,0.459525209,0.509333712,27,14.8,1.63,837864,moderate,0.817854791,United Kingdom,0.551589785,1.2,African,23/07/1973,secondary,1
552,Eric,Matthews,1,DG1 5EI,07700 900534,ZZ 403127 T,32742792,O+,"(40, 45]",Dumfries,80.4,0.137716795,0.741367207,0.634564077,46,138.2,1.67,678636,good,0.85408904,United Kingdom,0.495230883,9.1,White and Black African,05/09/1979,secondary,5
553,Laura,Rhodes,0,DG2 34G,7700900785,ZZ526463T,127886110,O+,"(50, 55]",Dumfries,87,0.230143513,0.881630743,0.565205204,36,409.6,1.95,587579,poor,0.187121587,United Kingdom,0.215199011,2.3,Other Ethnic Group,02/06/1999,secondary,2
554,Eric,Evans,0,SW4 E4X,(07700) 900 556,ZZ181528T,129056524,A+,"(50, 55]",Kensington and Chelsea,39.4,0.111658994,0.307479901,0.267425781,35,117.7,1.49,892299,poor,0.302217101,United Kingdom,0.389085916,2.2,Pakistanti,26/08/1994,secondary,4
555,Nicola,James,0,BT3 5AB,(07700) 900 596,ZZ 94 49 45 T,36490451,A+,"(45, 50]",Belfast,47.8,0.559175486,0.584512189,0.373166162,19,148.8,1.64,209441,moderate,0.961241431,United Kingdom,0.761792588,3.7,White and Black African,17/04/1967,secondary,2
556,Dylan,Henry,0,EX1 51B,+447700 900505,ZZ 487078 T,78463941,A-,"(55, 60]",Exeter,42.3,0.058610071,0.515353401,0.647322625,30,423.2,1.49,892024,moderate,0.621638799,United Kingdom,0.821320766,2.9,Chinese,24/06/1975,masters,4
557,Connor,Taylor,1,SW2 Z10,07700 900754,ZZ 529118 T,104262236,A-,"(55, 60]",Lambeth,73.5,0.213538985,0.153308674,0.917425177,28,444,1.84,623116,good,0.972120858,United Kingdom,0.042625374,5.1,Indian,03/03/1962,bachelor,2
558,Wayne,Thompson,0,SE13 R27,+44(0)7700 900454,ZZ 200829 T,31228262,O+,"(45, 50]",Wandsworth,48.1,0.043216696,0.731520114,0.07353531,35,180.2,1.77,823230,moderate,0.709125371,United Kingdom,0.246579713,0.3,Caribbean,17/06/1999,bachelor,1
559,Lynda,Stevens,0,M1 U5Y,+44(0)7700 900 839,ZZ 349017 T,119759608,A+,"(55, 60]",Manchester,74.9,0.183134021,0.679709995,0.833474562,29,318.3,1.69,111148,moderate,0.391623833,United Kingdom,0.699285004,5.7,White and Black African,01/03/1995,secondary,2
560,Gary,Heath,0,PH2 6ZK,(07700)900300,ZZ 94 14 52 T,85051197,AB+,"(45, 50]",Perth,45.3,0.797954956,0.157362479,0.098010624,5,299,1.47,181957,moderate,0.776082986,United Kingdom,0.256200986,9.1,Indian,14/04/1980,secondary,5
561,Zoe,Leonard,0,N1 RSX,(07700) 900850,ZZ 61 79 15 T,72225635,O+,"(45, 50]",Islington,85.6,0.145395555,0.390189561,0.085303312,29,351.2,1.7,319582,good,0.348129944,United Kingdom,0.399746209,4,White and Black Caribbean,08/10/1982,bachelor,5
562,Gareth,Reynolds,1,E1 5G6,(07700)900105,ZZ 74 82 29 T,23827011,O+,"(40, 45]",Tower Hamlets,72.6,0.217701715,0.768509444,0.951216572,9,195.9,1.58,354905,poor,0.09829849,United Kingdom,0.106160521,5.2,Caribbean,03/10/1960,secondary,4
563,Caroline,Horton,1,CB3 1H9,4.48E+11,ZZ 53 43 57 T,105996048,O+,"(45, 50]",Cambridge,68.5,0.484429108,0.747136415,0.654634099,22,279.6,1.82,653325,good,0.23205808,United Kingdom,0.551223244,1.4,Other Mixed Background,18/04/1976,phD,1
564,Alexandra,Howe,1,IV3 7OB,07700 900334,ZZ211398T,43273797,A+,"(45, 50]",Inverness,87.6,0.66825169,0.5918298,0.143980186,40,341.1,1.47,196171,moderate,0.190685837,United Kingdom,0.346630217,10,Other White Background,03/11/1967,secondary,1
565,Arthur,Thompson,0,SE7 3VC,+44(0)7700 900705,ZZ865468T,71500131,O+,"(50, 55]",Greenwich,86.4,0.976296991,0.329705784,0.901815069,2,499.2,1.61,574402,good,0.424031957,United Kingdom,0.505182377,7.1,Indian,21/07/1977,secondary,1
566,Max,Clarke,1,LS1 LE8,(07700) 900087,ZZ 664319 T,103470223,O+,"(45, 50]",Leeds,79.9,0.682168347,0.549929253,0.705039446,32,385.2,1.85,887621,moderate,0.312564416,United Kingdom,0.446393587,3.6,African,08/07/1980,secondary,2
567,Melissa,Clark,1,S2 3JB,+44(0)7700 900639,ZZ 515259 T,58374607,B+,"(40, 45]",Sheffield,35.6,0.892980289,0.739402415,0.773847726,15,473.1,1.55,317417,good,0.549484111,United Kingdom,0.020069667,5.7,Pakistanti,10/11/1977,secondary,1
568,Shannon,Duffy,0,BN1 4Y0,+44(0)7700 900 206,ZZ 62 06 34 T,60832823,B+,"(45, 50]",Brighton,88.3,0.008766745,0.672243075,0.606150749,4,27.8,1.8,627728,poor,0.466924896,United Kingdom,0.139376319,2.8,White and Asian,08/05/1997,secondary,4
569,Jamie,Cross,0,SW14 YPG,07700 900805,ZZ 26 57 16 T,42496795,A+,"(50, 55]",Richmond upon Thames,80.7,0.358513761,0.853549134,0.746365699,47,30,1.53,524665,poor,0.963176169,United Kingdom,0.115948424,8.4,Other Asian Background,20/01/1988,masters,2
570,Henry,Warren,1,PA2 13U,07700 900982,ZZ 00 35 25 T,99363237,A-,"(45, 50]",Paisley,64.4,0.782914172,0.808765681,0.875459589,45,0.7,1.88,274658,good,0.960357126,United Kingdom,0.886635038,2.8,British,16/01/1968,secondary,4
571,Wendy,Hall,1,SE7 N9H,07700 900277,ZZ 213147 T,60664761,O-,"(55, 60]",Greenwich,90.9,0.696862703,0.127453983,0.890433637,25,193.5,1.42,417049,poor,0.190975386,United Kingdom,0.926095295,9.7,Irish,19/10/1958,secondary,4
572,Diane,Bibi,1,SW4 RTZ,4.48E+11,ZZ589610T,129076944,A+,"(55, 60]",Kensington and Chelsea,71.5,0.692348204,0.512855957,0.674871984,14,66.2,1.53,324642,good,0.640627643,United Kingdom,0.907677279,3.3,Chinese,29/04/1956,other,1
573,Megan,Hale,1,L3 UOL,07700 900 317,ZZ 92 93 44 T,15832027,A+,"(50, 55]",Liverpool,51.4,0.182192101,0.219659659,0.055393391,7,29.9,1.58,368952,poor,0.011646977,United Kingdom,0.509169849,8.1,Caribbean,04/03/1985,secondary,1
574,Gail,Evans,1,N1 16A,07700 900568,ZZ727352T,108874060,A+,"(50, 55]",Hackney,66.1,0.745040402,0.346029677,0.420223576,47,368.9,1.69,862852,moderate,0.140106008,United Kingdom,0.776741023,2.7,African,30/07/1994,primary,1
575,Clive,Harris,1,N2 G2O,07700 900 184,ZZ057211T,36206632,O+,"(50, 55]",Islington,46.3,0.499143517,0.640992862,0.160590271,43,144.6,1.62,659183,good,0.758391434,United Kingdom,0.959710825,1.4,White and Asian,21/02/1993,bachelor,3
576,Stewart,Baker,0,KA3 WAB,(07700)900888,ZZ722545T,104933963,A+,"(50, 55]",Kilmarnock,42.1,0.829989984,0.667449795,0.330100448,12,242.2,1.49,594955,moderate,0.636478653,United Kingdom,0.792783838,0,White and Black African,26/08/1991,masters,2
577,Joan,Fuller,1,WC1 7U5,(07700) 900546,ZZ 742192 T,34441512,A+,"(55, 60]",Camden,51.9,0.922046351,0.325001393,0.367663381,13,4.3,1.93,805838,good,0.687569914,United Kingdom,0.911140487,7.5,Caribbean,27/06/1977,bachelor,3
578,Michelle,Harrison,0,SE1 M3F,+44(0)7700 900 703,ZZ 11 56 84 T,113772995,A+,"(40, 45]",Lambeth,72.2,0.11398516,0.618111404,0.518698753,3,119.6,1.67,787547,moderate,0.044323713,United Kingdom,0.049085742,9.3,Pakistanti,21/10/1996,masters,1
579,Jade,Atkinson,1,PO1 X8W,(07700) 900082,ZZ 65 86 55 T,116643814,O+,"(50, 55]",Portsmouth,69.9,0.930361968,0.559691617,0.791165178,46,62.7,1.79,601815,moderate,0.498643263,United Kingdom,0.391198232,4.4,Irish,28/03/1963,secondary,4
580,Kirsty,Roberts,0,LL12 E2F,07700 900 252,ZZ315233T,108575974,O+,"(50, 55]",Wrexham,78.3,0.66973845,0.723513652,0.917934971,24,208.7,1.41,546243,moderate,0.751497846,United Kingdom,0.826286284,8.9,African,24/12/1956,secondary,4
581,Katy,Griffiths,0,SE10 IJZ,+447700 900 518,ZZ 221214 T,13856856,AB-,"(45, 50]",Lewisham,83.6,0.012724972,0.893767627,0.550887778,4,353.1,1.83,150760,moderate,0.851302775,United Kingdom,0.631939907,9.8,Other Black Background,05/07/1984,bachelor,4
582,Aimee,Pearce,1,B1 JQZ,07700 900163,ZZ 797602 T,68941305,A+,"(45, 50]",Birmingham,94.2,0.307559592,0.560751179,0.409391001,22,230.4,1.65,883153,moderate,0.193002821,United Kingdom,0.460855279,8.9,White and Asian,08/10/1994,secondary,1
583,Robert,Taylor,1,M1 CBS,07700 900545,ZZ 474018 T,85163441,A-,"(45, 50]",Manchester,89.6,0.702139035,0.992808228,0.268968278,42,82.2,1.41,183716,poor,0.633396716,United Kingdom,0.695890103,2.7,White and Asian,13/06/1964,bachelor,1
584,Tina,Stokes,1,L3 PH9,+44(0)7700 900 515,ZZ 470723 T,63106763,A+,"(40, 45]",Liverpool,83.8,0.422020273,0.118690075,0.684328372,16,209.7,1.71,851425,good,0.183511405,United Kingdom,0.643440753,9.6,Other Black Background,29/01/1966,secondary,3
585,Edward,Williams,0,W6 4UG,(07700) 900 877,ZZ 753513 T,103328715,O-,"(45, 50]",Greenwich,53.6,0.869999934,0.42757272,0.554026011,27,123.6,1.68,646209,good,0.826968564,United Kingdom,0.278922043,9.5,Pakistanti,31/10/1979,other,4
586,Sylvia,Davies,0,PH3 VQZ,+44(0)7700900780,ZZ 08 52 85 T,49039016,A+,"(50, 55]",Perth,45.7,0.678838881,0.799530184,0.111715067,43,421.7,1.98,216639,moderate,0.291506289,United Kingdom,0.308077312,8.7,Indian,15/01/1963,secondary,2
587,Kieran,Jones,0,S3 MN1,+447700 900 572,ZZ 496157 T,23002072,O+,"(45, 50]",Sheffield,46.1,0.498809884,0.848666326,0.96781823,34,199.8,1.85,514004,good,0.256265999,United Kingdom,0.59881017,1.1,White and Black African,26/07/1986,secondary,5
588,Ben,Hayes,0,LL58 FSB,07700 900759,ZZ 14 45 66 T,39819673,A+,"(55, 60]",Bangor,87,0.640034438,0.424523724,0.611516137,38,123.9,1.82,671887,moderate,0.789471956,United Kingdom,0.203375092,9.1,Other Asian Background,17/05/1982,secondary,4
589,Henry,Fox,1,BN2 7NK,07700 900638,ZZ764422T,71839006,O+,"(50, 55]",Brighton,79.5,0.048369588,0.418987257,0.832187775,17,358.1,1.87,535539,moderate,0.213877825,United Kingdom,0.330054489,4.5,African,13/12/1993,secondary,4
590,Abigail,Cooper,0,WC1 GCT,7700900998,ZZ 487858 T,77410092,O+,"(45, 50]",Camden,97.1,0.164455698,0.79751659,0.158480194,38,366.5,1.48,615936,good,0.913450134,United Kingdom,0.020936348,3.2,African,21/08/2003,secondary,1
591,Beverley,Macdonald,1,S2 GUI,07700 900 918,ZZ 701219 T,41001039,O+,"(50, 55]",Sheffield,45.7,0.763531424,0.119383009,0.482930697,47,204.2,1.97,271521,good,0.648946888,United Kingdom,0.705439759,2.4,White and Black African,23/10/2000,bachelor,2
592,Jade,Austin,1,AB12 C2W,(07700) 900 649,ZZ 57 61 21 T,20805188,B+,"(45, 50]",Aberdeen,91.7,0.245005853,0.003784567,0.851913842,34,397.3,1.75,480335,moderate,0.065296988,United Kingdom,0.179943832,4.6,African,14/05/1997,masters,1
593,Gordon,Roberts,0,IV1 YWT,+447700 900713,ZZ 234520 T,59068653,A-,"(55, 60]",Inverness,36.7,0.106577374,0.929906557,0.370797731,40,128,1.63,126779,poor,0.713007539,United Kingdom,0.380554603,5.1,White and Asian,09/08/1969,secondary,5
594,Colin,Robson,1,SW1 NBR,(07700) 900 409,ZZ 606943 T,38158335,A+,"(50, 55]",City of Westminster,35.8,0.444445459,0.654657054,0.344159129,24,25.4,1.49,320388,good,0.79048692,United Kingdom,0.93840545,4.7,Pakistanti,22/01/1997,bachelor,5
595,Iain,Thompson,1,SW1 HCY,4.48E+11,ZZ 37 93 32 T,46599274,A+,"(50, 55]",Richmond upon Thames,74.9,0.468900554,0.817365913,0.731184781,22,52.4,1.78,856480,good,0.25465433,United Kingdom,0.550284732,4.9,Other White Background,06/07/2002,secondary,3
596,Valerie,Wilson,1,G2 WHV,(07700)900419,ZZ208226T,123498900,B-,"(55, 60]",Glasgow,48.8,0.045846308,0.44889917,0.193957915,47,332.3,1.63,148220,moderate,0.797612141,United Kingdom,0.451078679,3.3,Irish,11/02/1978,bachelor,2
597,Marcus,Webb,1,EX3 XV7,+44(0)7700900191,ZZ499935T,52725333,A+,"(50, 55]",Exeter,64,0.239521271,0.416072691,0.973191887,17,89,1.77,373981,good,0.349498059,United Kingdom,0.503243409,2.7,White and Black African,19/09/1956,secondary,4
598,Gary,Bishop,1,WC1 WGF,+447700 900434,ZZ 11 24 80 T,34206003,A-,"(45, 50]",Camden,79.3,0.665475298,0.876857481,0.198450588,49,82.4,1.43,803373,poor,0.3623221,United Kingdom,0.54380822,2.1,Other Mixed Background,10/06/1989,bachelor,4
599,Mohammad,Grant,0,PO2 OYL,(07700) 900 059,ZZ 83 13 72 T,27800131,O+,"(45, 50]",Portsmouth,39,0.229700304,0.170165687,0.582358809,21,64.7,1.71,841537,good,0.547876116,United Kingdom,0.014388175,3.8,Chinese,29/09/1978,primary,2
600,Daniel,Turner,1,SE10 GPC,7700900623,ZZ809017T,122997020,B+,"(50, 55]",Lewisham,65.1,0.651001145,0.30271678,0.079357208,32,225.1,1.58,632762,moderate,0.700950261,United Kingdom,0.453208818,0.9,Indian,01/10/1979,bachelor,3
601,Hayley,Clayton,1,SW1 HEW,7700900354,ZZ 32 90 52 T,11951821,A+,"(55, 60]",Richmond upon Thames,78.3,0.438173264,0.470246696,0.876965499,15,426,1.7,710918,moderate,0.321237843,United Kingdom,0.69480008,2.6,Pakistanti,07/03/2001,secondary,4
602,Christopher,Grant,0,NG2 FDO,7700900554,ZZ 29 07 25 T,17493189,B+,"(50, 55]",Nottingham,86.6,0.933519941,0.692663479,0.485942326,39,351,1.67,648524,good,0.070420348,United Kingdom,0.314699568,0.1,White and Black African,05/08/1962,other,1
603,Wendy,Lee,1,E3 PN1,+44(0)7700 900674,ZZ117696T,91473141,AB+,"(45, 50]",Tower Hamlets,62.5,0.001207241,0.569780646,0.446273107,2,393,1.64,535859,good,0.004559713,United Kingdom,0.13827283,7.9,British,06/09/1994,bachelor,2
604,Diana,Burton,0,NE2 ES9,(07700) 900 282,ZZ 455659 T,54896561,O+,"(45, 50]",Newcastle upon Tyne,36.9,0.019329633,0.048742476,0.269798943,19,195.5,1.78,475076,poor,0.262729457,United Kingdom,0.658271316,6.7,African,31/10/1967,phD,1
605,Luke,Perry,1,PH1 HAU,07700 900169,ZZ 125022 T,15930602,O-,"(40, 45]",Perth,82.3,0.823239611,0.849349419,0.14426611,42,412.7,1.46,286306,moderate,0.182755685,United Kingdom,0.879925373,9,Other Ethnic Group,13/12/1966,secondary,1
606,Charlene,Gordon,0,S1 XE9,(07700) 900289,ZZ 17 87 02 T,75060017,O+,"(45, 50]",Sheffield,91.3,0.8896547,0.481645677,0.808164166,24,222.9,1.42,447184,poor,0.265387436,United Kingdom,0.707320023,8.6,Other Black Background,03/02/2003,secondary,5
607,Christine,Osborne,1,NW10 5A4,+447700 900112,ZZ 39 69 47 T,85159170,O+,"(40, 45]",Hammersmith and Fulham,93.9,0.210450028,0.946064198,0.594242364,10,149.7,1.96,780692,good,0.325601407,United Kingdom,0.490086743,0.9,White and Black African,13/11/1957,secondary,5
608,Laura,Clark,0,NW3 FBR,07700 900 953,ZZ 88 71 92 T,119572827,O+,"(50, 55]",Camden,81.5,0.778176073,0.430625082,0.624644392,36,72.8,1.76,581168,moderate,0.062257814,United Kingdom,0.349765145,0,Other White Background,20/05/1977,bachelor,5
609,Jeffrey,Brown,0,SW1 JMR,07700 900721,ZZ 87 50 39 T,56784105,B+,"(45, 50]",Richmond upon Thames,71.2,0.806505593,0.399203569,0.92565602,4,225.8,1.64,887498,moderate,0.014958841,United Kingdom,0.32417146,8.5,Chinese,17/08/1959,secondary,1
610,Richard,Murphy,0,AB11 AMW,07700 900 161,ZZ 054322 T,18686898,A+,"(50, 55]",Aberdeen,63.5,0.589889267,0.721732138,0.870790357,26,89.5,1.7,647133,poor,0.74450041,United Kingdom,0.119654451,8.8,Irish,02/03/2003,masters,2
611,Tom,Williams,1,N1 9Z1,07700 900453,ZZ 383855 T,29853982,O+,"(50, 55]",Hackney,79.7,0.214133363,0.299057482,0.641598846,38,339.1,1.94,753000,poor,0.183211758,United Kingdom,0.224607604,6.1,White and Asian,05/07/1968,secondary,3
612,Antony,Wright,1,TW10 4O6,(07700) 900 514,ZZ659083T,94277438,O+,"(45, 50]",Brent,35,0.814941824,0.831096273,0.944866222,29,440.4,1.7,179687,moderate,0.810530279,United Kingdom,0.876910966,0.8,Indian,11/03/1966,secondary,2
613,Elizabeth,Gray,0,SW7 9RI,(07700)900170,ZZ565281T,55313137,A+,"(40, 45]",Kensington and Chelsea,77.5,0.043753633,0.31917027,0.19828549,45,428.6,1.84,123702,good,0.323304436,United Kingdom,0.506179051,0.5,Other Ethnic Group,12/05/1972,other,2
614,Rachael,Harding,1,SE3 XEN,07700 900 166,ZZ 04 12 22 T,65588651,A+,"(50, 55]",Lambeth,66.6,0.710390505,0.713045034,0.854196596,30,337.5,1.78,509374,poor,0.874909351,United Kingdom,0.711618986,5.4,White and Black Caribbean,14/05/1957,bachelor,3
615,Gerard,Cook,0,DD1 2XR,7700900195,ZZ 498628 T,125568867,A-,"(50, 55]",Dundee,84,0.236946504,0.403720485,0.907995334,17,458.6,1.98,731431,poor,0.399037548,United Kingdom,0.023381435,5.8,British,07/09/1957,bachelor,5
616,Jeremy,Williams,1,LS3 8D6,7700900404,ZZ 500569 T,10397282,A+,"(50, 55]",Leeds,82.9,0.540075274,0.89100953,0.754422248,41,289,1.89,236054,poor,0.680669514,United Kingdom,0.230932444,9,British,05/08/1984,bachelor,4
617,Iain,Davies,1,EC1 NGS,(07700)900104,ZZ 08 32 57 T,62627104,O+,"(45, 50]",Islington,60.5,0.989092564,0.171385913,0.28519864,5,233.7,1.94,264930,good,0.87331074,United Kingdom,0.13505425,4,British,02/07/2000,bachelor,5
618,Terry,Carr,0,SO14 PJ2,+44(0)7700 900 277,ZZ 758757 T,90585713,A+,"(45, 50]",Southampton,68.7,0.519733492,0.479723529,0.423337501,19,233.6,1.86,177241,poor,0.443323797,United Kingdom,0.115080198,9.9,Other Black Background,20/06/1977,masters,1
619,Alexandra,Thompson,0,EH3 5U8,+447700 900 537,ZZ589442T,39881339,A+,"(50, 55]",Edinburgh,79.9,0.676616412,0.686796717,0.473058136,35,479.5,1.42,634184,moderate,0.690351519,United Kingdom,0.84262478,2.6,Caribbean,14/02/1990,masters,5
620,George,Cooper,0,NW2 PCM,4.48E+11,ZZ 087469 T,87578830,AB-,"(45, 50]",Brent,46.8,0.193316204,0.24760843,0.208095369,14,31.6,1.49,114929,good,0.32744941,United Kingdom,0.322933407,0.1,Indian,10/05/1993,other,3
621,Stephanie,Wright,1,SE13 YBQ,(07700) 900 294,ZZ988015T,72452916,O+,"(50, 55]",Wandsworth,42.3,0.491690423,0.535308724,0.527752802,47,190.4,1.88,150357,poor,0.111801431,United Kingdom,0.538095274,7,Other Mixed Background,21/01/1995,secondary,5
622,Kate,Matthews,0,SW18 NF4,(07700)900175,ZZ 35 40 37 T,76582727,A+,"(45, 50]",Wandsworth,54,0.461387331,0.802816664,0.607748048,33,446.6,1.62,412063,good,0.929269931,United Kingdom,0.629807887,8,Irish,18/06/2003,secondary,4
623,Dale,O'Connor,0,PA1 8BH,+44(0)7700900624,ZZ 427503 T,126977198,O+,"(45, 50]",Paisley,86.6,0.986719898,0.322709154,0.250378876,16,477.3,1.96,644610,moderate,0.078133582,United Kingdom,0.444205097,1.7,Pakistanti,07/09/1961,phD,3
624,Dorothy,Hodgson,0,KA1 PB0,(07700) 900006,ZZ685921T,63066450,O+,"(45, 50]",Kilmarnock,98.5,0.930314352,0.931848838,0.738482898,41,17.7,1.48,194660,moderate,0.658486906,United Kingdom,0.069045404,0.1,Irish,11/06/1987,masters,1
625,Charlene,Leach,1,NE3 B4O,+447700 900 434,ZZ823863T,11131065,A+,"(45, 50]",Newcastle upon Tyne,85.7,0.600142169,0.806718756,0.819680759,37,100.4,1.91,141339,moderate,0.917649854,United Kingdom,0.877686888,7.8,Other Asian Background,02/10/2001,secondary,2
626,Gillian,Allen,0,BT49 M71,07700 900 925,ZZ267124T,35743073,O+,"(50, 55]",Derry/Londonderry,78.5,0.612091824,0.808834707,0.619646791,43,40.9,1.43,451109,moderate,0.495664026,United Kingdom,0.788553666,2.2,Other Ethnic Group,19/12/1998,secondary,4
627,Stacey,Butler,0,M2 NMZ,+447700 900074,ZZ089296T,129592143,O+,"(45, 50]",Manchester,66.5,0.132678496,0.327609029,0.610686764,5,108.2,1.68,386741,moderate,0.441763565,United Kingdom,0.08189336,9.4,Other Mixed Background,16/09/1993,secondary,1
